url,faq_count,has_exactly_5_faqs,placeholders,error
https://fyers.co.in/stocks/odyssey-technologies-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/rsc-international-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/atharv-enterprises-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/fundviser-capital-india-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/kallam-textiles-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/brawn-biotech-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/fortune-international-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/kings-infra-ventures-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/swojas-foods-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/nutricircle-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/subhash-silk-mills-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/auro-laboratories-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/kjmc-financial-services-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/aryaman-financial-services-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/bridge-securities-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/risa-international-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/rajasthan-tube-manufacturing-company-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/kay-power-and-paper-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/inter-state-oil-carrier-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/global-capital-markets-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/sainik-finance-industries-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/rich-universe-network-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/quantum-digital-vision-india-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/spa-capital-services-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/paos-industries-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/chandra-prabhu-international-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/kimia-biosciences-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/hindustan-tin-works-ltd,5,True,{search_term_string},
https://fyers.co.in/stocks/godavari-drugs-ltd,5,True,{search_term_string},
